Order_ID,Date,Product,Category,Region,Segment,Sales_Rep,Quantity,Unit_Price,Discount,Revenue,Status
ORD-21010,2024-03-13,Webcam,Electronics,North,Premium,Alice Monroe,7,94.39,0.02,647.52,Completed
ORD-20322,2024-03-14,Webcam,Electronics,West,Standard,Carol Singh,9,88.05,0.2,633.94,Pending
ORD-20393,2024-03-14,Mouse,Accessories,East,Premium,Carol Singh,9,43.52,0.14,336.84,Pending
ORD-20822,2024-03-14,Webcam,Electronics,East,Premium,Eva Patel,9,95.29,0.08,789.0,Pending
ORD-20227,2024-03-14,Keyboard,Accessories,East,Standard,Grace Lee,7,82.49,0.19,467.71,Pending
ORD-20127,2024-03-14,Headset,Electronics,North,Premium,David Kim,11,119.0,0.12,1151.91,Completed
ORD-21034,2024-03-14,Mouse,Accessories,East,Budget,David Kim,6,44.86,0.04,258.4,Pending
ORD-20561,2024-03-15,USB Hub,Accessories,North,Budget,Frank Torres,9,33.85,0.13,265.05,Pending
ORD-20462,2024-03-15,USB Hub,Accessories,West,Premium,Bob Chen,1,34.85,0.11,31.01,Completed
ORD-20701,2024-03-15,Monitor,Electronics,East,Standard,Eva Patel,3,318.35,0.02,935.96,Completed
ORD-20494,2024-03-15,Docking Station,Accessories,North,Standard,David Kim,3,206.31,0.02,606.56,Returned
ORD-20017,2024-03-16,Docking Station,Accessories,East,Budget,Frank Torres,1,183.62,0.11,163.43,Completed
ORD-20903,2024-03-17,Mouse,Accessories,West,Standard,Carol Singh,8,42.14,0.03,327.01,Completed
ORD-20754,2024-03-17,Docking Station,Accessories,East,Standard,Carol Singh,6,188.97,0.07,1054.46,Pending
ORD-20087,2024-03-18,USB Hub,Accessories,West,Standard,Frank Torres,3,32.62,0.12,86.11,Returned
ORD-20619,2024-03-18,Keyboard,Accessories,South,Premium,Bob Chen,1,82.08,0.01,81.26,Completed
ORD-20775,2024-03-19,Mouse,Accessories,East,Premium,David Kim,7,48.69,0.19,276.05,Returned
ORD-20559,2024-03-19,Docking Station,Accessories,North,Standard,David Kim,6,203.96,0.08,1125.86,Completed
ORD-20232,2024-03-19,Monitor,Electronics,West,Budget,Eva Patel,5,319.52,0.05,1517.72,Completed
ORD-20394,2024-03-19,Keyboard,Accessories,South,Budget,Carol Singh,10,86.31,0.19,699.14,Pending
ORD-20773,2024-03-20,Mouse,Accessories,North,Premium,Grace Lee,3,47.23,0.1,127.52,Pending
ORD-20375,2024-03-20,Monitor,Electronics,East,Standard,Grace Lee,10,374.88,0.14,3223.99,Completed
ORD-21173,2024-03-20,Keyboard,Accessories,North,Standard,Bob Chen,2,87.06,0.01,172.38,Returned
ORD-20813,2024-03-21,Monitor,Electronics,East,Standard,Carol Singh,11,384.04,0.13,3675.25,Pending
ORD-20356,2024-03-22,Monitor,Electronics,North,Premium,Alice Monroe,10,331.28,0.16,2782.76,Completed
ORD-20124,2024-03-22,Monitor,Electronics,South,Standard,Eva Patel,3,354.48,0.07,989.01,Completed
ORD-20513,2024-03-22,Monitor,Electronics,North,Budget,Henry Zhang,8,375.23,0.15,2551.55,Pending
ORD-20047,2024-03-22,Headset,Electronics,East,Standard,Alice Monroe,12,120.14,0.07,1340.73,Returned
ORD-20223,2024-03-23,Keyboard,Accessories,South,Standard,Frank Torres,7,82.27,0.19,466.46,Completed
ORD-20745,2024-03-23,Monitor,Electronics,East,Premium,David Kim,9,348.67,0.06,2949.79,Completed
ORD-21130,2024-03-24,Docking Station,Accessories,South,Standard,Henry Zhang,2,213.75,0.1,384.75,Returned
ORD-20911,2024-03-24,Keyboard,Accessories,West,Budget,Carol Singh,9,84.62,0.15,647.36,Completed
ORD-21089,2024-03-24,Webcam,Electronics,West,Premium,David Kim,1,89.6,0.11,79.75,Completed
ORD-20605,2024-03-25,Laptop,Electronics,North,Premium,Bob Chen,11,1180.2,0.2,10385.72,Pending
ORD-20281,2024-03-25,Webcam,Electronics,North,Standard,Eva Patel,2,90.42,0.12,159.13,Completed
ORD-20208,2024-03-25,Mouse,Accessories,North,Standard,David Kim,9,47.49,0.1,384.69,Pending
ORD-20345,2024-03-25,Webcam,Electronics,West,Premium,Alice Monroe,11,86.45,0.01,941.39,Pending
ORD-20584,2024-03-25,Docking Station,Accessories,South,Standard,Grace Lee,11,206.23,0.12,1996.34,Pending
ORD-20617,2024-03-26,Keyboard,Accessories,East,Standard,Henry Zhang,8,79.56,0.03,617.4,Pending
ORD-20213,2024-03-26,USB Hub,Accessories,North,Premium,Frank Torres,7,31.6,0.03,214.57,Returned
ORD-20654,2024-03-26,Mouse,Accessories,South,Standard,Eva Patel,9,43.22,0.02,381.21,Pending
ORD-20782,2024-03-26,Laptop,Electronics,North,Premium,Henry Zhang,6,1123.75,0.19,5461.45,Pending
ORD-21137,2024-03-27,USB Hub,Accessories,North,Premium,Carol Singh,1,36.57,0.1,32.91,Completed
ORD-20709,2024-03-27,Docking Station,Accessories,East,Premium,Carol Singh,7,183.01,0.02,1255.47,Pending
ORD-20265,2024-03-27,Keyboard,Accessories,North,Budget,Bob Chen,6,79.32,0.02,466.4,Completed
ORD-21133,2024-03-28,Laptop,Electronics,South,Standard,Bob Chen,10,1214.51,0.02,11902.19,Returned
ORD-20313,2024-03-28,Headset,Electronics,West,Standard,Henry Zhang,5,113.72,0.13,494.67,Completed
ORD-20945,2024-03-28,Monitor,Electronics,North,Standard,Henry Zhang,4,373.19,0.1,1343.49,Completed
ORD-21196,2024-03-28,Laptop,Electronics,South,Budget,David Kim,11,1148.06,0.16,10608.04,Completed
ORD-21150,2024-03-28,Docking Station,Accessories,West,Standard,Carol Singh,7,195.41,0.14,1176.38,Completed
ORD-21156,2024-03-29,Webcam,Electronics,North,Budget,Alice Monroe,1,90.68,0.06,85.24,Completed
ORD-20924,2024-03-29,Docking Station,Accessories,South,Premium,Frank Torres,5,203.53,0.08,936.25,Pending
ORD-20631,2024-03-30,Mouse,Accessories,North,Standard,Henry Zhang,1,43.04,0.16,36.15,Completed
ORD-20512,2024-03-30,USB Hub,Accessories,North,Premium,Grace Lee,1,35.6,0.01,35.25,Completed
ORD-21121,2024-03-30,Laptop,Electronics,West,Standard,David Kim,9,1170.02,0.17,8740.02,Completed
ORD-20520,2024-03-30,Monitor,Electronics,South,Budget,Henry Zhang,2,350.71,0.03,680.38,Completed
ORD-20493,2024-03-31,Docking Station,Accessories,East,Budget,Eva Patel,4,183.43,0.03,711.7,Completed
ORD-20445,2024-03-31,Monitor,Electronics,South,Standard,Eva Patel,4,343.91,0.17,1141.78,Completed
ORD-20306,2024-03-31,Headset,Electronics,East,Premium,Bob Chen,11,117.25,0.01,1276.82,Completed
ORD-20093,2024-03-31,USB Hub,Accessories,North,Premium,Eva Patel,9,37.52,0.02,330.95,Returned
ORD-20744,2024-04-01,Headset,Electronics,North,Standard,Bob Chen,6,115.55,0.06,651.73,Completed
ORD-20374,2024-04-01,Headset,Electronics,South,Premium,Bob Chen,3,127.14,0.04,366.15,Completed
ORD-20774,2024-04-01,Webcam,Electronics,West,Standard,Henry Zhang,4,96.36,0.07,358.46,Completed
ORD-20928,2024-04-02,Headset,Electronics,South,Standard,David Kim,10,124.06,0.07,1153.79,Pending
ORD-20783,2024-04-02,Laptop,Electronics,West,Standard,David Kim,3,1102.77,0.12,2911.31,Completed
ORD-20996,2024-04-02,Webcam,Electronics,West,Standard,Grace Lee,10,87.94,0.16,738.7,Completed
ORD-20865,2024-04-02,Webcam,Electronics,South,Standard,Frank Torres,10,97.6,0.0,976.03,Completed
ORD-20083,2024-04-02,Monitor,Electronics,North,Standard,David Kim,11,343.73,0.13,3289.53,Pending
ORD-20677,2024-04-02,Keyboard,Accessories,West,Budget,Alice Monroe,12,81.32,0.08,897.75,Pending
ORD-20609,2024-04-03,Docking Station,Accessories,South,Budget,Eva Patel,2,192.85,0.07,358.7,Completed
ORD-21144,2024-04-03,Mouse,Accessories,West,Premium,Bob Chen,11,47.57,0.07,486.63,Completed
ORD-20287,2024-04-03,Monitor,Electronics,East,Budget,Henry Zhang,5,351.18,0.05,1668.11,Returned
ORD-20626,2024-04-04,Headset,Electronics,South,Standard,Bob Chen,7,108.26,0.04,727.54,Returned
ORD-20637,2024-04-05,Monitor,Electronics,East,Standard,Grace Lee,2,351.29,0.17,583.13,Returned
ORD-20249,2024-04-05,Mouse,Accessories,West,Standard,Frank Torres,2,41.71,0.03,80.92,Returned
ORD-20222,2024-04-06,Laptop,Electronics,East,Budget,Bob Chen,10,1237.64,0.01,12252.65,Returned
ORD-21002,2024-04-06,Docking Station,Accessories,North,Premium,Eva Patel,4,193.38,0.01,765.79,Completed
ORD-20361,2024-04-07,Webcam,Electronics,North,Budget,Alice Monroe,8,87.14,0.15,592.58,Completed
ORD-20551,2024-04-07,Docking Station,Accessories,South,Budget,Henry Zhang,2,195.92,0.09,356.57,Completed
ORD-20254,2024-04-08,Docking Station,Accessories,South,Premium,Grace Lee,7,212.98,0.1,1341.8,Completed
ORD-20413,2024-04-09,Laptop,Electronics,South,Budget,Frank Torres,12,1105.97,0.12,11679.09,Returned
ORD-20080,2024-04-09,Webcam,Electronics,South,Standard,Grace Lee,12,90.85,0.04,1046.6,Pending
ORD-20866,2024-04-10,Keyboard,Accessories,East,Premium,Grace Lee,8,80.9,0.19,524.22,Pending
ORD-21091,2024-04-10,Laptop,Electronics,North,Premium,Grace Lee,11,1091.94,0.1,10810.21,Pending
ORD-20078,2024-04-10,Headset,Electronics,South,Premium,Carol Singh,11,128.83,0.08,1303.77,Completed
ORD-20000,2024-04-10,Monitor,Electronics,South,Standard,Bob Chen,3,384.92,0.06,1085.48,Completed
ORD-20798,2024-04-11,Docking Station,Accessories,East,Budget,Bob Chen,12,186.02,0.08,2053.62,Completed
ORD-20569,2024-04-11,Keyboard,Accessories,South,Premium,Henry Zhang,12,80.75,0.15,823.7,Completed
ORD-21186,2024-04-11,USB Hub,Accessories,South,Standard,David Kim,7,32.78,0.17,190.43,Pending
ORD-21015,2024-04-11,Keyboard,Accessories,East,Standard,Grace Lee,5,79.03,0.07,367.48,Completed
ORD-20347,2024-04-11,Mouse,Accessories,East,Premium,Bob Chen,12,47.8,0.08,527.66,Pending
ORD-20808,2024-04-12,Mouse,Accessories,East,Budget,Bob Chen,8,40.85,0.06,307.18,Completed
ORD-20762,2024-04-12,Keyboard,Accessories,East,Standard,Grace Lee,7,82.07,0.17,476.85,Pending
ORD-20723,2024-04-13,USB Hub,Accessories,North,Standard,David Kim,2,36.97,0.19,59.89,Returned
ORD-20192,2024-04-13,USB Hub,Accessories,South,Premium,Grace Lee,11,37.65,0.01,410.0,Completed
ORD-20197,2024-04-13,Mouse,Accessories,East,Premium,Carol Singh,4,42.61,0.14,146.59,Completed
ORD-20537,2024-04-13,Mouse,Accessories,North,Standard,David Kim,5,47.77,0.08,219.75,Completed
ORD-20851,2024-04-14,USB Hub,Accessories,West,Standard,Eva Patel,3,32.95,0.05,93.9,Completed
ORD-21084,2024-04-14,USB Hub,Accessories,South,Standard,Henry Zhang,4,37.44,0.02,146.76,Pending
ORD-20525,2024-04-14,Monitor,Electronics,West,Budget,David Kim,8,382.69,0.11,2724.75,Completed
ORD-20528,2024-04-14,Laptop,Electronics,North,Budget,Henry Zhang,1,1134.85,0.01,1123.5,Completed
ORD-20268,2024-04-15,Monitor,Electronics,West,Standard,Henry Zhang,6,351.98,0.04,2027.38,Completed
ORD-20634,2024-04-15,Mouse,Accessories,East,Premium,David Kim,2,44.39,0.06,83.45,Completed
ORD-20273,2024-04-15,Laptop,Electronics,West,Budget,Henry Zhang,2,1112.26,0.06,2091.05,Pending
ORD-20243,2024-04-15,Mouse,Accessories,West,Budget,David Kim,2,45.75,0.08,84.18,Returned
ORD-20962,2024-04-16,Webcam,Electronics,North,Budget,David Kim,11,86.3,0.01,939.86,Completed
ORD-20346,2024-04-16,Webcam,Electronics,South,Budget,Eva Patel,1,82.78,0.06,77.81,Returned
ORD-20146,2024-04-16,Mouse,Accessories,West,Standard,Eva Patel,5,44.79,0.1,201.54,Completed
ORD-20874,2024-04-16,Headset,Electronics,East,Budget,Frank Torres,5,122.66,0.05,582.64,Completed
ORD-20447,2024-04-16,Headset,Electronics,East,Premium,Bob Chen,8,122.45,0.14,842.47,Returned
ORD-20978,2024-04-16,USB Hub,Accessories,East,Standard,Henry Zhang,8,32.97,0.05,250.57,Completed
ORD-20909,2024-04-16,Monitor,Electronics,South,Budget,Alice Monroe,2,370.73,0.14,637.66,Completed
ORD-20976,2024-04-17,Mouse,Accessories,West,Standard,Eva Patel,9,46.19,0.1,374.15,Returned
ORD-20061,2024-04-17,Keyboard,Accessories,South,Budget,David Kim,7,85.92,0.06,565.37,Completed
ORD-20506,2024-04-17,Mouse,Accessories,East,Standard,Eva Patel,5,41.88,0.13,182.16,Completed
ORD-20895,2024-04-17,Keyboard,Accessories,South,Standard,Bob Chen,3,83.89,0.1,226.51,Completed
ORD-20560,2024-04-17,USB Hub,Accessories,East,Standard,Henry Zhang,4,38.26,0.01,151.51,Completed
ORD-20829,2024-04-17,Monitor,Electronics,South,Standard,Eva Patel,5,377.88,0.02,1851.59,Completed
ORD-20794,2024-04-17,Mouse,Accessories,South,Premium,Frank Torres,9,49.21,0.18,363.15,Returned
ORD-20086,2024-04-18,Monitor,Electronics,South,Standard,Eva Patel,11,342.33,0.17,3125.43,Returned
ORD-21166,2024-04-18,Headset,Electronics,East,Premium,Frank Torres,6,131.14,0.08,723.89,Completed
ORD-20788,2024-04-18,Mouse,Accessories,North,Premium,Eva Patel,5,44.21,0.08,203.34,Returned
ORD-20521,2024-04-18,Monitor,Electronics,South,Premium,Eva Patel,9,365.49,0.18,2697.35,Completed
ORD-20096,2024-04-19,Monitor,Electronics,West,Premium,Frank Torres,7,348.63,0.2,1952.35,Pending
ORD-20641,2024-04-19,USB Hub,Accessories,West,Standard,Grace Lee,12,32.23,0.19,313.23,Completed
ORD-20025,2024-04-19,Headset,Electronics,South,Standard,Henry Zhang,10,117.49,0.01,1163.16,Completed
ORD-20435,2024-04-20,USB Hub,Accessories,North,Premium,Bob Chen,7,35.59,0.16,209.28,Pending
ORD-20673,2024-04-20,Laptop,Electronics,East,Standard,Eva Patel,1,1164.92,0.04,1118.32,Completed
ORD-21141,2024-04-20,Docking Station,Accessories,West,Premium,Bob Chen,3,211.65,0.09,577.82,Returned
ORD-20335,2024-04-20,Mouse,Accessories,East,Premium,Grace Lee,8,44.94,0.07,334.35,Pending
ORD-20107,2024-04-20,Monitor,Electronics,North,Standard,Alice Monroe,7,334.17,0.04,2245.62,Pending
ORD-20199,2024-04-20,Headset,Electronics,West,Budget,Eva Patel,5,116.96,0.05,555.55,Completed
ORD-20419,2024-04-21,Docking Station,Accessories,East,Premium,Henry Zhang,4,212.47,0.18,696.91,Completed
ORD-20881,2024-04-21,USB Hub,Accessories,West,Budget,Bob Chen,7,36.14,0.06,237.79,Pending
ORD-20724,2024-04-21,Monitor,Electronics,East,Premium,Eva Patel,1,360.58,0.19,292.07,Completed
ORD-20644,2024-04-21,Keyboard,Accessories,East,Premium,David Kim,5,86.31,0.11,384.09,Returned
ORD-20817,2024-04-22,Laptop,Electronics,South,Standard,Henry Zhang,6,1094.21,0.14,5646.11,Completed
ORD-20743,2024-04-22,USB Hub,Accessories,South,Standard,Frank Torres,7,31.91,0.15,189.85,Completed
ORD-21022,2024-04-22,Mouse,Accessories,South,Premium,Alice Monroe,12,46.59,0.19,452.88,Completed
ORD-21032,2024-04-22,USB Hub,Accessories,East,Premium,Grace Lee,5,32.78,0.06,154.05,Completed
ORD-20247,2024-04-22,Mouse,Accessories,West,Budget,David Kim,2,42.6,0.02,83.49,Pending
ORD-20915,2024-04-22,Laptop,Electronics,North,Budget,David Kim,5,1215.55,0.03,5895.4,Completed
ORD-20382,2024-04-23,Webcam,Electronics,West,Budget,Alice Monroe,10,89.91,0.12,791.22,Completed
ORD-20082,2024-04-23,USB Hub,Accessories,West,Premium,Carol Singh,11,35.97,0.18,324.45,Completed
ORD-20059,2024-04-23,Monitor,Electronics,East,Budget,Bob Chen,7,322.53,0.16,1896.45,Pending
ORD-20557,2024-04-23,Keyboard,Accessories,West,Standard,David Kim,12,85.18,0.04,981.26,Pending
ORD-21035,2024-04-23,Headset,Electronics,North,Premium,Frank Torres,1,115.9,0.16,97.35,Completed
ORD-20941,2024-04-24,USB Hub,Accessories,North,Budget,David Kim,10,33.88,0.12,298.11,Completed
ORD-21046,2024-04-25,Webcam,Electronics,South,Premium,Carol Singh,2,95.29,0.03,184.86,Pending
ORD-20264,2024-04-25,Keyboard,Accessories,South,Budget,Alice Monroe,2,72.86,0.18,119.49,Completed
ORD-21119,2024-04-26,Mouse,Accessories,East,Budget,Eva Patel,3,44.14,0.17,109.9,Returned
ORD-20390,2024-04-26,Mouse,Accessories,South,Standard,Frank Torres,5,44.04,0.15,187.17,Completed
ORD-20211,2024-04-27,USB Hub,Accessories,East,Premium,Henry Zhang,10,36.29,0.07,337.52,Completed
ORD-20050,2024-04-27,Keyboard,Accessories,South,Premium,Alice Monroe,5,82.14,0.02,402.49,Pending
ORD-20524,2024-04-27,Webcam,Electronics,North,Standard,David Kim,1,98.61,0.16,82.83,Returned
ORD-20441,2024-04-27,Laptop,Electronics,North,Standard,Bob Chen,6,1254.97,0.0,7529.82,Completed
ORD-21056,2024-04-27,Keyboard,Accessories,South,Premium,Carol Singh,10,74.96,0.19,607.21,Returned
ORD-20977,2024-04-27,Headset,Electronics,South,Budget,Frank Torres,12,127.24,0.07,1420.05,Completed
ORD-20138,2024-04-27,Laptop,Electronics,North,Premium,Bob Chen,1,1103.76,0.07,1026.5,Completed
ORD-20776,2024-04-28,Mouse,Accessories,North,Premium,Eva Patel,7,45.55,0.03,309.3,Pending
ORD-20003,2024-04-28,Docking Station,Accessories,South,Premium,Grace Lee,2,200.08,0.15,340.13,Completed
ORD-20671,2024-04-28,USB Hub,Accessories,South,Premium,Frank Torres,12,32.52,0.19,316.07,Completed
ORD-21099,2024-04-29,Webcam,Electronics,West,Premium,Carol Singh,12,93.28,0.05,1063.35,Returned
ORD-21123,2024-04-29,Laptop,Electronics,South,Premium,Henry Zhang,5,1273.49,0.11,5667.01,Pending
ORD-20700,2024-04-30,USB Hub,Accessories,East,Budget,Henry Zhang,5,37.7,0.18,154.56,Returned
ORD-20481,2024-04-30,Mouse,Accessories,South,Budget,Grace Lee,6,42.35,0.12,223.6,Completed
ORD-20534,2024-04-30,Laptop,Electronics,South,Budget,Grace Lee,10,1165.1,0.17,9670.31,Completed
ORD-20388,2024-04-30,Headset,Electronics,North,Premium,Eva Patel,1,120.4,0.15,102.34,Completed
ORD-20410,2024-04-30,Webcam,Electronics,North,Premium,Frank Torres,9,88.96,0.14,688.55,Pending
ORD-20144,2024-04-30,Webcam,Electronics,West,Premium,Frank Torres,8,94.06,0.08,692.31,Completed
ORD-20468,2024-05-01,Laptop,Electronics,West,Standard,Henry Zhang,6,1316.17,0.1,7107.34,Returned
ORD-20168,2024-05-01,Laptop,Electronics,North,Premium,Grace Lee,5,1256.97,0.14,5404.97,Completed
ORD-20209,2024-05-01,Headset,Electronics,East,Premium,Frank Torres,2,122.74,0.18,201.3,Pending
ORD-20401,2024-05-01,Mouse,Accessories,South,Standard,Carol Singh,1,48.33,0.15,41.08,Returned
ORD-20117,2024-05-02,Laptop,Electronics,East,Standard,Carol Singh,9,1146.56,0.08,9493.53,Completed
ORD-20736,2024-05-03,USB Hub,Accessories,East,Premium,Frank Torres,6,31.94,0.01,189.75,Returned
ORD-20005,2024-05-03,Mouse,Accessories,South,Standard,David Kim,8,42.08,0.03,326.51,Completed
ORD-20910,2024-05-04,Keyboard,Accessories,North,Standard,Henry Zhang,7,86.61,0.13,527.46,Completed
ORD-20861,2024-05-04,Monitor,Electronics,South,Budget,Henry Zhang,9,327.11,0.09,2679.04,Completed
ORD-20599,2024-05-04,Headset,Electronics,South,Standard,Grace Lee,7,109.67,0.15,652.53,Returned
ORD-20269,2024-05-04,Laptop,Electronics,East,Standard,Eva Patel,2,1310.25,0.04,2515.69,Completed
ORD-20293,2024-05-04,Headset,Electronics,North,Standard,Eva Patel,10,115.73,0.05,1099.41,Completed
ORD-20437,2024-05-05,Monitor,Electronics,East,Standard,Carol Singh,6,322.67,0.08,1781.15,Completed
ORD-20575,2024-05-06,Headset,Electronics,South,Budget,Bob Chen,5,118.53,0.14,509.67,Pending
ORD-20515,2024-05-06,Headset,Electronics,South,Standard,Carol Singh,2,112.5,0.06,211.5,Completed
ORD-20927,2024-05-07,Laptop,Electronics,East,Standard,Eva Patel,10,1126.71,0.12,9915.03,Completed
ORD-20244,2024-05-07,Docking Station,Accessories,West,Budget,Henry Zhang,1,191.02,0.13,166.19,Completed
ORD-20389,2024-05-07,Headset,Electronics,East,Budget,David Kim,4,122.91,0.16,412.98,Returned
ORD-20504,2024-05-07,Docking Station,Accessories,West,Budget,Eva Patel,7,217.82,0.09,1387.53,Completed
ORD-20803,2024-05-07,Laptop,Electronics,West,Standard,Frank Torres,9,1255.98,0.02,11077.77,Returned
ORD-20846,2024-05-08,Webcam,Electronics,West,Premium,Carol Singh,12,93.01,0.02,1093.83,Completed
ORD-20800,2024-05-08,USB Hub,Accessories,North,Premium,Alice Monroe,4,35.13,0.15,119.44,Completed
ORD-21000,2024-05-08,Docking Station,Accessories,South,Budget,Frank Torres,6,189.8,0.05,1081.84,Returned
ORD-20992,2024-05-08,USB Hub,Accessories,South,Budget,Alice Monroe,1,38.33,0.0,38.33,Completed
ORD-20917,2024-05-09,Webcam,Electronics,South,Premium,Henry Zhang,11,91.73,0.05,958.58,Completed
ORD-20164,2024-05-09,Keyboard,Accessories,West,Budget,Carol Singh,11,82.92,0.09,830.01,Completed
ORD-21049,2024-05-09,Keyboard,Accessories,North,Premium,Henry Zhang,5,78.53,0.2,314.11,Completed
ORD-20097,2024-05-09,Mouse,Accessories,South,Standard,Grace Lee,11,43.08,0.03,459.69,Completed
ORD-20728,2024-05-09,Webcam,Electronics,South,Premium,Frank Torres,3,83.07,0.11,221.8,Returned
ORD-20132,2024-05-10,Keyboard,Accessories,East,Premium,Frank Torres,2,81.32,0.2,130.11,Completed
ORD-20304,2024-05-10,Docking Station,Accessories,South,Standard,Frank Torres,1,196.13,0.04,188.28,Returned
ORD-21011,2024-05-11,Laptop,Electronics,South,Premium,Eva Patel,7,1199.34,0.13,7303.99,Returned
ORD-20440,2024-05-12,Docking Station,Accessories,South,Budget,Alice Monroe,7,180.34,0.01,1249.78,Completed
ORD-21100,2024-05-13,USB Hub,Accessories,South,Budget,Frank Torres,6,37.0,0.09,202.03,Completed
ORD-20937,2024-05-13,Docking Station,Accessories,West,Premium,Bob Chen,9,185.9,0.13,1455.57,Completed
ORD-20075,2024-05-14,Mouse,Accessories,East,Standard,Grace Lee,9,48.58,0.18,358.55,Completed
ORD-20693,2024-05-14,Mouse,Accessories,North,Premium,Alice Monroe,1,41.84,0.11,37.24,Completed
ORD-20407,2024-05-14,Keyboard,Accessories,North,Standard,David Kim,9,73.38,0.07,614.22,Returned
ORD-20416,2024-05-14,Docking Station,Accessories,East,Budget,Henry Zhang,2,200.5,0.07,372.93,Pending
ORD-20795,2024-05-14,USB Hub,Accessories,North,Premium,Frank Torres,9,37.35,0.05,319.35,Completed
ORD-20969,2024-05-15,Webcam,Electronics,East,Budget,Henry Zhang,6,85.0,0.19,413.08,Completed
ORD-20469,2024-05-15,Keyboard,Accessories,East,Budget,Eva Patel,1,80.05,0.02,78.45,Completed
ORD-20936,2024-05-16,Laptop,Electronics,East,Standard,Alice Monroe,4,1099.1,0.01,4352.45,Completed
ORD-20129,2024-05-16,Keyboard,Accessories,East,Standard,Carol Singh,5,85.27,0.09,387.98,Completed
ORD-21030,2024-05-16,Keyboard,Accessories,East,Standard,Henry Zhang,8,75.14,0.01,595.07,Completed
ORD-21044,2024-05-16,Headset,Electronics,East,Premium,Frank Torres,6,121.55,0.17,605.32,Completed
ORD-20497,2024-05-17,Laptop,Electronics,East,Premium,Alice Monroe,10,1130.82,0.11,10064.32,Completed
ORD-20315,2024-05-17,Laptop,Electronics,West,Premium,Frank Torres,5,1206.41,0.19,4885.96,Pending
ORD-20411,2024-05-17,Monitor,Electronics,North,Premium,Henry Zhang,8,330.87,0.07,2461.65,Returned
ORD-21009,2024-05-18,USB Hub,Accessories,West,Premium,Bob Chen,5,31.51,0.02,154.42,Completed
ORD-20155,2024-05-18,Mouse,Accessories,South,Budget,Henry Zhang,6,43.47,0.08,239.97,Pending
ORD-20126,2024-05-18,Mouse,Accessories,North,Budget,Carol Singh,8,44.13,0.18,289.51,Pending
ORD-20618,2024-05-18,Mouse,Accessories,East,Budget,Eva Patel,10,42.98,0.01,425.51,Completed
ORD-21181,2024-05-19,Docking Station,Accessories,East,Premium,Grace Lee,12,219.99,0.19,2138.3,Pending
ORD-20307,2024-05-19,USB Hub,Accessories,East,Premium,Bob Chen,8,32.17,0.13,223.88,Returned
ORD-20442,2024-05-19,Laptop,Electronics,East,Standard,Alice Monroe,10,1191.21,0.05,11316.47,Completed
ORD-20598,2024-05-19,Mouse,Accessories,North,Budget,Bob Chen,12,48.91,0.01,581.11,Completed
ORD-20833,2024-05-19,Keyboard,Accessories,South,Standard,Carol Singh,4,76.88,0.12,270.61,Completed
ORD-20484,2024-05-20,Monitor,Electronics,West,Premium,David Kim,7,329.05,0.0,2303.36,Completed
ORD-20767,2024-05-20,Laptop,Electronics,South,Budget,Carol Singh,11,1101.73,0.11,10785.96,Pending
ORD-21070,2024-05-21,Keyboard,Accessories,East,Premium,Grace Lee,2,79.18,0.17,131.43,Pending
ORD-20069,2024-05-21,USB Hub,Accessories,East,Budget,Frank Torres,11,36.05,0.1,356.85,Completed
ORD-20650,2024-05-22,Headset,Electronics,East,Budget,Eva Patel,12,128.95,0.09,1408.15,Completed
ORD-21042,2024-05-22,Monitor,Electronics,East,Premium,Carol Singh,7,336.5,0.13,2049.27,Completed
ORD-20908,2024-05-22,Keyboard,Accessories,North,Premium,Eva Patel,12,82.23,0.07,917.72,Completed
ORD-20317,2024-05-22,Laptop,Electronics,South,Budget,David Kim,9,1178.12,0.03,10285.02,Completed
ORD-21142,2024-05-23,Mouse,Accessories,West,Premium,Alice Monroe,6,42.1,0.16,212.19,Returned
ORD-20182,2024-05-23,Mouse,Accessories,West,Budget,Frank Torres,5,41.14,0.13,178.95,Pending
ORD-20603,2024-05-23,Docking Station,Accessories,East,Standard,Alice Monroe,6,182.24,0.06,1027.83,Completed
ORD-20949,2024-05-24,Keyboard,Accessories,West,Premium,Bob Chen,3,84.51,0.15,215.51,Completed
ORD-20666,2024-05-24,Mouse,Accessories,South,Budget,Grace Lee,2,47.12,0.16,79.16,Returned
ORD-20770,2024-05-24,USB Hub,Accessories,East,Budget,Alice Monroe,5,32.86,0.15,139.67,Completed
ORD-21016,2024-05-24,USB Hub,Accessories,East,Premium,Alice Monroe,2,36.93,0.12,64.99,Pending
ORD-20824,2024-05-24,Mouse,Accessories,East,Standard,Frank Torres,7,40.69,0.01,281.95,Pending
ORD-21031,2024-05-25,Headset,Electronics,South,Premium,Henry Zhang,11,125.79,0.13,1203.83,Completed
ORD-20558,2024-05-25,Monitor,Electronics,South,Premium,Alice Monroe,4,382.13,0.12,1345.11,Pending
ORD-20863,2024-05-25,Docking Station,Accessories,South,Budget,Eva Patel,5,189.96,0.12,835.83,Returned
ORD-20796,2024-05-25,Headset,Electronics,South,Budget,Alice Monroe,7,115.46,0.01,800.14,Pending
ORD-20385,2024-05-26,Headset,Electronics,East,Premium,David Kim,11,130.42,0.13,1248.14,Completed
ORD-20625,2024-05-26,Keyboard,Accessories,North,Budget,Carol Singh,9,86.01,0.04,743.13,Completed
